phase,t_s,error_m,est_n,est_e,truth_n,truth_e
baseline,0.000,1.4854,-179.358,56.672,-179.283,58.155
baseline,0.100,1.6627,-178.963,55.137,-178.940,56.800
baseline,0.200,1.6055,-178.626,53.840,-178.594,55.445
baseline,0.300,1.5488,-178.252,52.425,-178.212,53.974
baseline,0.400,1.5498,-177.795,50.720,-177.763,52.269
baseline,0.501,1.6096,-177.412,49.309,-177.403,50.918
baseline,0.600,1.7286,-176.992,47.782,-177.022,49.510
baseline,0.700,1.6707,-176.600,46.374,-176.621,48.045
baseline,0.800,1.7319,-176.169,44.850,-176.214,46.581
baseline,0.900,1.6753,-175.768,43.444,-175.803,45.118
baseline,1.010,1.6192,-175.328,41.921,-175.354,43.540
baseline,1.107,1.5635,-174.918,40.517,-174.933,42.081
baseline,1.207,1.6245,-174.468,38.998,-174.507,40.622
baseline,1.307,1.6263,-174.049,37.597,-174.093,39.223
baseline,1.407,1.7456,-173.590,36.082,-173.675,37.825
baseline,1.507,1.6869,-173.162,34.685,-173.235,36.371
baseline,1.607,1.8045,-172.693,33.175,-172.808,34.975
baseline,1.709,1.5098,-172.256,31.782,-172.286,33.291
baseline,1.807,1.4509,-171.814,30.390,-171.831,31.841
baseline,1.908,1.5680,-171.330,28.883,-171.390,30.450
baseline,2.012,1.5098,-170.878,27.493,-170.925,29.002
baseline,2.108,1.6277,-170.382,25.989,-170.474,27.614
baseline,2.207,1.5700,-169.920,24.601,-170.000,26.169
baseline,2.307,1.6297,-169.414,23.099,-169.522,24.725
baseline,2.407,1.5724,-168.942,21.713,-169.038,23.283
baseline,2.508,1.5744,-168.426,20.213,-168.531,21.784
baseline,2.607,1.6355,-167.946,18.830,-168.078,20.460
baseline,2.707,1.6976,-167.422,17.332,-167.581,19.022
baseline,2.807,1.6997,-166.934,15.951,-167.099,17.643
baseline,2.907,1.4659,-166.402,14.458,-166.492,15.921
baseline,3.007,1.5251,-165.906,13.082,-166.022,14.603
baseline,3.107,1.7010,-165.366,11.595,-165.548,13.286
baseline,3.207,1.6405,-164.863,10.224,-165.029,11.856
baseline,3.307,1.6972,-164.313,8.741,-164.505,10.428
baseline,3.408,1.6358,-163.803,7.375,-163.976,9.001
baseline,3.508,1.3992,-163.287,6.009,-163.379,7.405
baseline,3.620,1.6311,-162.723,4.531,-162.906,6.152
baseline,3.720,1.5702,-162.198,3.169,-162.364,4.730
baseline,3.819,1.6274,-161.622,1.694,-161.818,3.309
baseline,3.920,1.5665,-161.087,0.334,-161.267,1.890
baseline,4.022,1.3889,-160.501,-1.138,-160.623,0.246
baseline,4.120,1.3870,-159.955,-2.495,-160.086,-1.114
baseline,4.219,1.5018,-159.359,-3.962,-159.544,-2.472
baseline,4.327,1.5586,-158.805,-5.315,-159.021,-3.772
baseline,4.428,1.6145,-158.202,-6.778,-158.449,-5.183
baseline,4.527,1.3165,-157.641,-8.126,-157.781,-6.817
baseline,4.626,1.6666,-157.029,-9.585,-157.317,-7.943
baseline,4.727,1.3677,-156.461,-10.929,-156.639,-9.573
baseline,4.831,1.2476,-155.888,-12.272,-156.027,-11.032
baseline,4.926,1.4790,-155.193,-13.892,-155.434,-12.433
baseline,5.027,1.5345,-154.565,-15.342,-154.838,-13.832
baseline,5.126,1.5306,-153.982,-16.678,-154.261,-15.173
baseline,5.226,1.5270,-153.395,-18.013,-153.681,-16.513
baseline,5.326,1.6419,-152.756,-19.457,-153.097,-17.851
baseline,5.427,1.5790,-152.161,-20.788,-152.485,-19.243
baseline,5.529,1.6952,-151.512,-22.229,-151.894,-20.577
baseline,5.632,1.3949,-150.960,-23.446,-151.225,-22.077
baseline,5.732,1.5105,-150.303,-24.883,-150.626,-23.407
baseline,5.832,1.4483,-149.695,-26.208,-149.998,-24.792
baseline,5.932,1.5041,-149.032,-27.641,-149.366,-26.174
baseline,6.033,1.4413,-148.416,-28.962,-148.730,-27.555
baseline,6.132,1.4376,-147.797,-30.280,-148.117,-28.879
baseline,6.232,1.4934,-147.120,-31.706,-147.473,-30.255
baseline,6.332,1.6692,-146.413,-33.185,-146.852,-31.575
baseline,6.432,1.3691,-145.779,-34.499,-146.096,-33.167
baseline,6.532,1.5471,-145.088,-35.921,-145.493,-34.428
baseline,6.649,1.3674,-144.447,-37.232,-144.781,-35.906
baseline,6.749,1.2482,-143.857,-38.433,-144.145,-37.219
baseline,6.849,1.4863,-143.157,-39.851,-143.558,-38.420
baseline,6.949,1.3661,-142.452,-41.266,-142.806,-39.946
baseline,7.049,1.5446,-141.717,-42.733,-142.158,-41.253
baseline,7.148,1.5443,-141.059,-44.036,-141.507,-42.558
baseline,7.249,1.6641,-140.341,-45.445,-140.851,-43.861
baseline,7.349,1.3644,-139.674,-46.745,-140.054,-45.434
baseline,7.450,1.4245,-138.947,-48.151,-139.362,-46.788
baseline,7.553,1.4845,-138.272,-49.447,-138.722,-48.032
baseline,7.653,1.5440,-137.536,-50.848,-138.022,-49.382
baseline,7.753,1.4839,-136.853,-52.140,-137.318,-50.731
baseline,7.853,1.5432,-136.167,-53.430,-136.667,-51.970
baseline,7.953,1.6025,-135.419,-54.825,-135.955,-53.314
baseline,8.054,1.3023,-134.725,-56.111,-135.124,-54.871
baseline,8.154,1.4229,-133.968,-57.503,-134.432,-56.158
baseline,8.254,1.4228,-133.264,-58.785,-133.737,-57.443
baseline,8.353,1.4834,-132.498,-60.172,-133.008,-58.779
baseline,8.453,1.4851,-131.787,-61.452,-132.305,-60.060
baseline,8.553,1.5474,-131.013,-62.836,-131.568,-61.392
baseline,8.653,1.5498,-130.294,-64.112,-130.857,-62.668
baseline,8.753,1.3711,-129.511,-65.491,-129.993,-64.208
baseline,8.853,1.3725,-128.784,-66.762,-129.274,-65.480
baseline,8.953,1.4949,-127.993,-68.137,-128.551,-66.750
baseline,9.053,1.4356,-127.258,-69.402,-127.793,-68.070
baseline,9.153,1.5569,-126.457,-70.770,-127.062,-69.336
baseline,9.253,1.3153,-125.714,-72.030,-126.204,-70.810
baseline,9.354,1.3742,-124.968,-73.287,-125.496,-72.018
baseline,9.453,1.4329,-124.156,-74.646,-124.722,-73.329
baseline,9.553,1.3704,-123.403,-75.897,-123.944,-74.638
baseline,9.653,1.3679,-122.646,-77.146,-123.194,-75.892
baseline,9.753,1.4261,-121.823,-78.496,-122.408,-77.196
baseline,9.853,1.1832,-121.059,-79.741,-121.523,-78.653
baseline,9.953,1.3026,-120.227,-81.088,-120.761,-79.900
baseline,10.057,1.3622,-119.456,-82.329,-120.027,-81.092
baseline,10.159,1.2417,-118.616,-83.672,-119.128,-82.541
baseline,10.261,1.3026,-117.837,-84.910,-118.387,-83.729
baseline,10.358,1.4245,-116.988,-86.248,-117.610,-84.966
baseline,10.458,1.3645,-116.199,-87.479,-116.796,-86.252
baseline,10.560,1.4251,-115.341,-88.810,-115.978,-87.535
baseline,10.660,1.1228,-114.544,-90.035,-115.025,-89.021
baseline,10.758,1.1227,-113.743,-91.258,-114.232,-90.247
baseline,10.863,1.2439,-112.872,-92.580,-113.436,-91.471
baseline,10.963,1.1842,-112.065,-93.799,-112.602,-92.744
baseline,11.069,1.1242,-111.253,-95.015,-111.765,-94.013
baseline,11.168,1.1853,-110.371,-96.329,-110.924,-95.281
baseline,11.268,1.1259,-109.552,-97.540,-110.079,-96.545
baseline,11.368,1.0663,-108.730,-98.749,-109.230,-97.807
baseline,11.468,1.1878,-107.836,-100.054,-108.412,-99.015
baseline,11.568,1.1885,-107.007,-101.257,-107.590,-100.222
baseline,11.673,1.0685,-106.174,-102.458,-106.696,-101.525
baseline,11.773,1.1315,-105.268,-103.757,-105.833,-102.776
baseline,11.875,1.1343,-104.427,-104.954,-105.000,-103.975
baseline,11.976,0.9563,-103.513,-106.249,-103.990,-105.420
baseline,12.073,0.9596,-102.667,-107.442,-103.150,-106.613
baseline,12.173,1.2054,-101.676,-108.830,-102.306,-107.803
baseline,12.273,1.3921,-100.750,-110.118,-101.495,-108.942
baseline,12.373,1.3356,-99.891,-111.303,-100.610,-110.177
baseline,12.473,1.4612,-98.957,-112.584,-99.756,-111.360
baseline,12.573,1.4046,-98.091,-113.763,-98.863,-112.590
baseline,12.673,1.2265,-97.149,-115.037,-97.823,-114.013
baseline,12.774,1.2303,-96.276,-116.211,-96.958,-115.187
baseline,12.873,1.1728,-95.400,-117.381,-96.054,-116.408
baseline,12.973,1.2969,-94.448,-118.646,-95.183,-117.577
baseline,13.073,1.2990,-93.566,-119.810,-94.308,-118.744
baseline,13.173,1.3635,-92.604,-121.068,-93.393,-119.957
baseline,13.273,1.3063,-91.712,-122.227,-92.475,-121.166
baseline,13.373,1.1280,-90.741,-123.479,-91.404,-122.566
baseline,13.478,1.1928,-89.842,-124.633,-90.552,-123.674
baseline,13.573,1.1965,-88.940,-125.783,-89.660,-124.828
baseline,13.672,1.3831,-87.958,-127.027,-88.801,-125.930
baseline,13.775,1.2656,-86.973,-128.267,-87.752,-127.270
baseline,13.873,1.2078,-86.060,-129.408,-86.812,-128.463
baseline,13.974,1.2106,-85.145,-130.547,-85.906,-129.606
baseline,14.073,1.1523,-84.228,-131.684,-84.958,-130.793
baseline,14.173,1.3377,-83.230,-132.914,-84.084,-131.884
baseline,14.273,1.2803,-82.306,-134.046,-83.130,-133.066
baseline,14.373,1.1033,-81.300,-135.271,-82.019,-134.434
baseline,14.473,1.0479,-80.368,-136.399,-81.057,-135.610
baseline,14.573,1.1755,-79.354,-137.618,-80.131,-136.736
baseline,14.673,1.1812,-78.414,-138.740,-79.202,-137.860
baseline,14.773,1.2473,-77.473,-139.860,-78.308,-138.934
baseline,14.873,1.0725,-76.448,-141.071,-77.178,-140.285
baseline,14.973,1.0799,-75.498,-142.186,-76.239,-141.400
baseline,15.073,1.1496,-74.465,-143.392,-75.257,-142.559
baseline,15.174,1.2184,-73.509,-144.502,-74.351,-143.622
baseline,15.273,1.3488,-72.469,-145.703,-73.402,-144.728
baseline,15.373,1.2968,-71.506,-146.808,-72.411,-145.878
baseline,15.473,1.1255,-70.459,-148.002,-71.256,-147.208
baseline,15.572,1.0754,-69.489,-149.102,-70.258,-148.351
baseline,15.673,1.2675,-68.435,-150.290,-69.336,-149.399
baseline,15.773,1.2160,-67.459,-151.383,-68.331,-150.536
baseline,15.873,1.3463,-66.399,-152.563,-67.364,-151.624
baseline,15.973,1.2936,-65.418,-153.648,-66.352,-152.754
baseline,16.073,1.4227,-64.351,-154.820,-65.378,-153.836
baseline,16.174,1.3687,-63.364,-155.898,-64.360,-154.959
baseline,16.273,1.1940,-62.291,-157.062,-63.174,-156.259
baseline,16.373,1.2005,-61.297,-158.134,-62.190,-157.332
baseline,16.473,1.3273,-60.218,-159.291,-61.202,-158.401
baseline,16.573,1.3321,-59.218,-160.355,-60.211,-159.467
baseline,16.674,1.2753,-58.217,-161.415,-59.176,-160.575
baseline,16.773,1.1569,-57.129,-162.559,-58.012,-161.812
baseline,16.873,1.0986,-56.122,-163.612,-56.969,-162.913
baseline,16.975,1.2206,-55.029,-164.749,-55.965,-163.967
baseline,17.075,1.1613,-54.017,-165.796,-54.916,-165.062
baseline,17.173,1.1619,-53.002,-166.840,-53.905,-166.110
baseline,17.273,1.3430,-51.899,-167.967,-52.934,-167.111
baseline,17.379,1.2239,-50.791,-169.090,-51.748,-168.326
baseline,17.478,1.2263,-49.765,-170.124,-50.728,-169.365
baseline,17.577,1.2901,-48.648,-171.242,-49.662,-170.443
baseline,17.677,1.3538,-47.571,-172.313,-48.635,-171.475
baseline,17.778,1.1776,-46.447,-173.423,-47.391,-172.719
baseline,17.877,1.4226,-45.406,-174.445,-46.530,-173.573
baseline,17.978,1.2468,-44.275,-175.549,-45.278,-174.809
baseline,18.077,1.3109,-43.228,-176.564,-44.282,-175.785
baseline,18.177,1.3758,-42.090,-177.662,-43.197,-176.844
baseline,18.278,1.3798,-41.038,-178.672,-42.152,-177.857
baseline,18.378,1.2638,-39.896,-179.763,-40.929,-179.034
baseline,18.478,1.2679,-38.838,-180.767,-39.877,-180.040
baseline,18.577,1.3318,-37.689,-181.851,-38.779,-181.085
baseline,18.679,1.3350,-36.626,-182.848,-37.721,-182.084
baseline,18.777,1.4583,-35.471,-183.923,-36.661,-183.080
baseline,18.877,1.2812,-34.402,-184.912,-35.465,-184.197
baseline,18.978,1.4046,-33.239,-185.980,-34.398,-185.186
baseline,19.077,1.3476,-32.164,-186.961,-33.285,-186.213
baseline,19.177,1.4702,-30.996,-188.021,-32.213,-187.195
baseline,19.278,1.1742,-29.915,-188.995,-30.914,-188.378
baseline,19.377,1.2361,-28.832,-189.966,-29.881,-189.312
baseline,19.477,1.3576,-27.655,-191.014,-28.800,-190.284
baseline,19.578,1.3592,-26.566,-191.977,-27.716,-191.253
baseline,19.677,1.2410,-25.384,-193.016,-26.448,-192.379
baseline,19.778,1.2415,-24.290,-193.971,-25.359,-193.340
baseline,19.877,1.4199,-23.102,-195.001,-24.312,-194.259
baseline,19.978,1.4191,-22.003,-195.948,-23.217,-195.214
baseline,20.078,1.2402,-20.809,-196.970,-21.891,-196.363
baseline,20.177,1.2398,-19.705,-197.910,-20.790,-197.311
baseline,20.278,1.3591,-18.505,-198.926,-19.687,-198.256
baseline,20.379,1.3606,-17.394,-199.862,-18.582,-199.198
baseline,20.477,1.3625,-16.280,-200.795,-17.473,-200.137
baseline,20.578,1.1295,-15.068,-201.802,-16.083,-201.306
baseline,20.678,1.3700,-13.946,-202.729,-15.154,-202.084
baseline,20.779,1.1389,-12.727,-203.730,-13.757,-203.245
baseline,20.878,1.2612,-11.505,-204.728,-12.637,-204.171
baseline,20.977,1.2658,-10.374,-205.646,-11.514,-205.094
baseline,21.077,1.2700,-9.241,-206.560,-10.388,-206.014
baseline,21.177,1.4522,-8.010,-207.548,-9.307,-206.893
baseline,21.277,1.1635,-6.871,-208.456,-7.940,-207.997
baseline,21.379,1.2866,-5.633,-209.437,-6.806,-208.907
baseline,21.477,1.2931,-4.487,-210.338,-5.669,-209.814
baseline,21.577,1.3590,-3.243,-211.312,-4.483,-210.755
baseline,21.677,1.1901,-2.093,-212.207,-3.199,-211.767
baseline,21.777,1.3145,-0.844,-213.174,-2.055,-212.664
baseline,21.878,1.3213,0.311,-214.064,-0.909,-213.557
baseline,21.977,1.3872,1.565,-215.024,0.287,-214.484
baseline,22.077,1.3944,2.725,-215.908,1.438,-215.370
baseline,22.177,1.5187,3.983,-216.861,2.591,-216.253
baseline,22.277,1.2333,5.147,-217.736,3.988,-217.316
baseline,22.377,1.3556,6.411,-218.680,5.146,-218.192
baseline,22.477,1.3033,7.580,-219.548,6.356,-219.101
baseline,22.578,1.4259,8.848,-220.485,7.519,-219.970
baseline,22.677,1.3729,10.021,-221.345,8.733,-220.871
baseline,22.778,1.4949,11.295,-222.274,9.901,-221.734
baseline,22.877,1.2681,12.472,-223.128,11.266,-222.735
baseline,22.977,1.3878,13.749,-224.050,12.439,-223.590
baseline,23.077,1.3912,14.929,-224.897,13.615,-224.441
baseline,23.177,1.5100,16.210,-225.809,14.792,-225.289
baseline,23.279,1.5123,17.395,-226.648,15.972,-226.134
baseline,23.377,1.2264,18.582,-227.482,17.401,-227.149
baseline,23.477,1.2862,19.871,-228.382,18.636,-228.020
baseline,23.577,1.2887,21.062,-229.209,19.824,-228.853
baseline,23.677,1.4066,22.357,-230.101,21.014,-229.682
baseline,23.778,1.4093,23.553,-230.920,22.206,-230.508
baseline,23.877,1.4706,24.853,-231.805,23.450,-231.364
baseline,23.978,1.1880,26.054,-232.617,24.896,-232.352
baseline,24.077,1.3041,27.358,-233.492,26.095,-233.166
baseline,24.177,1.3073,28.564,-234.297,27.297,-233.976
baseline,24.280,1.3677,29.873,-235.166,28.550,-234.816
baseline,24.378,1.3144,31.084,-235.964,29.807,-235.652
baseline,24.477,1.2622,32.297,-236.759,31.065,-236.484
baseline,24.577,1.3241,33.616,-237.616,32.327,-237.312
baseline,24.677,1.3292,34.835,-238.403,33.540,-238.104
baseline,24.777,1.3925,36.160,-239.252,34.806,-238.924
baseline,24.877,1.3415,37.385,-240.031,36.075,-239.741
baseline,24.978,1.4040,38.714,-240.870,37.347,-240.553
baseline,25.077,1.4659,40.046,-241.705,38.621,-241.362
baseline,25.177,1.5281,41.380,-242.536,39.897,-242.167
baseline,25.277,1.4764,42.615,-243.300,41.176,-242.968
baseline,25.377,1.5383,43.954,-244.124,42.458,-243.766
baseline,25.477,1.5424,45.193,-244.880,43.691,-244.527
baseline,25.577,1.3774,46.538,-245.695,45.184,-245.443
baseline,25.677,1.3830,47.783,-246.445,46.422,-246.197
baseline,25.777,1.3889,49.030,-247.191,47.663,-246.947
baseline,25.878,1.4533,50.385,-247.996,48.957,-247.725
baseline,25.977,1.4611,51.638,-248.734,50.202,-248.467
baseline,26.077,1.4116,52.789,-249.407,51.397,-249.175
baseline,26.177,1.3082,54.152,-250.200,52.854,-250.033
baseline,26.279,1.4305,55.519,-250.988,54.106,-250.764
baseline,26.377,1.4972,56.783,-251.713,55.307,-251.461
baseline,26.477,1.4507,58.049,-252.435,56.615,-252.214
baseline,26.577,1.3492,59.423,-253.213,58.083,-253.054
baseline,26.677,1.3034,60.694,-253.927,59.397,-253.799
baseline,26.777,1.4241,62.072,-254.696,60.660,-254.511
baseline,26.877,1.3767,63.346,-255.401,61.978,-255.249
baseline,26.977,1.5548,64.782,-256.189,63.245,-255.953
baseline,27.078,1.6210,66.168,-256.943,64.568,-256.683
baseline,27.178,1.4048,67.450,-257.634,66.052,-257.495
baseline,27.277,1.3584,68.733,-258.322,67.379,-258.216
baseline,27.377,1.4232,70.126,-259.062,68.709,-258.933
baseline,27.477,1.4868,71.413,-259.741,69.934,-259.589
baseline,27.577,1.5515,72.809,-260.473,71.268,-260.298
baseline,27.677,1.5033,74.100,-261.145,72.604,-261.003
baseline,27.777,1.5680,75.501,-261.868,73.942,-261.704
baseline,27.877,1.6326,76.796,-262.532,75.174,-262.345
baseline,27.977,1.5284,78.200,-263.247,76.677,-263.121
baseline,28.077,1.4800,79.497,-263.904,78.020,-263.808
baseline,28.177,1.5430,80.904,-264.611,79.365,-264.492
baseline,28.277,1.5497,82.204,-265.259,80.658,-265.145
baseline,28.377,1.7256,83.614,-265.957,81.899,-265.767
baseline,28.477,1.6751,84.918,-266.596,83.250,-266.439
baseline,28.577,1.4585,86.224,-267.232,84.766,-267.187
baseline,28.677,1.5199,87.640,-267.917,86.121,-267.850
baseline,28.778,1.4699,88.948,-268.545,87.478,-268.510
baseline,28.877,1.5859,90.367,-269.221,88.783,-269.139
baseline,28.977,1.5370,91.680,-269.840,90.144,-269.790
baseline,29.077,1.5450,93.106,-270.507,91.562,-270.463
baseline,29.177,1.6074,94.424,-271.120,92.818,-271.054
baseline,29.277,1.7270,95.853,-271.779,94.130,-271.668
baseline,29.377,1.4566,97.174,-272.384,95.718,-272.405
baseline,29.477,1.4081,98.496,-272.984,97.089,-273.035
baseline,29.577,1.5228,99.985,-273.656,98.462,-273.662
baseline,29.677,1.5831,101.420,-274.298,99.837,-274.284
baseline,29.777,1.5869,102.746,-274.887,101.159,-274.877
baseline,29.877,1.7029,104.185,-275.522,102.483,-275.467
baseline,29.977,1.7647,105.516,-276.105,103.753,-276.028
baseline,30.077,1.6034,106.960,-276.733,105.356,-276.730
denied,0.001,27.1730,108.293,-277.308,133.316,-287.902
denied,0.001,25.6027,109.737,-277.925,133.316,-287.902
denied,0.002,24.1554,111.069,-278.490,133.316,-287.902
denied,0.002,22.5892,112.513,-279.096,133.316,-287.902
denied,0.004,21.1443,113.847,-279.651,133.316,-287.902
denied,0.004,1.3696,134.678,-287.756,133.316,-287.902
denied,0.104,1.3453,136.014,-288.242,134.678,-288.396
denied,0.203,1.4259,137.462,-288.764,136.041,-288.886
denied,0.303,1.3423,138.797,-289.242,137.463,-289.392
denied,0.403,1.3626,140.243,-289.756,138.887,-289.894
denied,0.503,1.2745,141.577,-290.226,140.313,-290.391
denied,0.604,1.2885,143.020,-290.730,141.740,-290.885
denied,0.703,1.2479,144.350,-291.192,143.112,-291.354
denied,0.804,1.2551,145.790,-291.688,144.544,-291.839
denied,0.907,0.9450,147.117,-292.142,146.206,-292.396
denied,1.007,1.0464,148.553,-292.630,147.527,-292.833
denied,1.107,0.9945,149.879,-293.076,148.907,-293.286
denied,1.209,0.6976,151.202,-293.518,150.577,-293.827
denied,1.308,0.8728,152.631,-293.993,151.788,-294.216
denied,1.407,0.7583,153.948,-294.428,153.231,-294.674
denied,1.507,0.7827,155.371,-294.894,154.619,-295.110
denied,1.607,0.4932,156.683,-295.322,156.298,-295.630
denied,1.707,0.4940,158.100,-295.781,157.690,-296.056
denied,1.807,0.4220,159.403,-296.202,159.084,-296.478
denied,1.907,0.4081,160.808,-296.654,160.479,-296.896
denied,2.007,0.3292,162.102,-297.068,161.877,-297.309
denied,2.108,0.2753,163.499,-297.514,163.334,-297.734
denied,2.207,0.3393,164.784,-297.921,164.969,-298.205
denied,2.307,0.3182,166.169,-298.359,166.373,-298.603
denied,2.407,0.4095,167.443,-298.761,167.778,-298.997
denied,2.508,0.5233,168.713,-299.160,169.185,-299.386
denied,2.608,0.7875,170.079,-299.592,170.829,-299.833
denied,2.707,0.9264,171.341,-299.985,172.240,-300.211
denied,2.807,1.0249,172.705,-300.408,173.711,-300.599
denied,2.908,1.1826,173.956,-300.796,175.126,-300.966
denied,3.008,1.2417,175.306,-301.214,176.543,-301.329
denied,3.108,1.7789,176.546,-301.600,178.316,-301.774
denied,3.207,1.6145,177.886,-302.013,179.500,-302.066
denied,3.308,2.0978,179.123,-302.392,181.219,-302.482
denied,3.407,2.2447,180.458,-302.800,182.703,-302.834
denied,3.507,2.5069,181.682,-303.177,184.189,-303.180
denied,3.607,2.6800,182.998,-303.587,185.677,-303.519
denied,3.707,2.9563,184.212,-303.962,187.167,-303.851
denied,3.807,3.0139,185.533,-304.359,188.539,-304.151
denied,3.907,3.2893,186.754,-304.722,190.033,-304.470
denied,4.007,3.4202,188.067,-305.120,191.470,-304.770
denied,4.107,3.7107,189.280,-305.488,192.968,-305.075
denied,4.207,4.0855,190.591,-305.885,194.649,-305.408
denied,4.308,4.3948,191.792,-306.254,196.152,-305.697
denied,4.408,4.6283,193.080,-306.661,197.657,-305.979
denied,4.507,4.9557,194.272,-307.032,199.166,-306.253
denied,4.607,5.1971,195.561,-307.435,200.676,-306.519
denied,4.707,5.5324,196.754,-307.806,202.190,-306.776
denied,4.807,5.7847,198.043,-308.211,203.705,-307.025
denied,4.908,6.1182,199.244,-308.564,205.223,-307.265
denied,5.007,6.2965,200.552,-308.924,206.682,-307.487
denied,5.108,6.5636,201.764,-309.245,208.144,-307.700
denied,5.208,6.7479,203.076,-309.603,209.607,-307.905
denied,5.307,7.0763,204.293,-309.923,211.133,-308.109
denied,5.408,7.2586,205.619,-310.284,212.600,-308.296
denied,5.507,7.8182,206.848,-310.624,214.375,-308.510
denied,5.609,8.0002,208.190,-311.004,215.845,-308.678
denied,5.708,8.2159,209.440,-311.364,217.256,-308.831
denied,5.807,8.3947,210.808,-311.762,218.729,-308.982
denied,5.907,8.9393,212.079,-312.120,220.512,-309.151
denied,6.008,9.0516,213.473,-312.513,221.926,-309.276
denied,6.107,9.3665,214.768,-312.879,223.465,-309.402
denied,6.209,9.5557,216.162,-313.278,224.944,-309.512
denied,6.308,10.0995,217.456,-313.626,226.732,-309.631
denied,6.407,10.1415,218.761,-313.962,227.965,-309.704
denied,6.508,10.6704,220.077,-314.289,229.756,-309.797
denied,6.607,10.8885,221.516,-314.644,231.300,-309.864
denied,6.707,11.1341,222.853,-314.954,232.783,-309.918
denied,6.807,11.3462,224.294,-315.258,234.329,-309.962
denied,6.908,11.6391,225.642,-315.538,235.875,-309.994
denied,7.008,11.7989,227.081,-315.804,237.360,-310.013
denied,7.108,12.0542,228.389,-316.018,238.846,-310.021
denied,7.207,12.2896,229.775,-316.204,240.394,-310.018
denied,7.307,12.5661,231.030,-316.344,241.880,-310.005
denied,7.408,12.8208,232.370,-316.466,243.428,-309.980
denied,7.509,13.3845,233.592,-316.559,245.224,-309.938
denied,7.607,13.6552,234.902,-316.642,246.772,-309.891
denied,7.708,14.0158,236.103,-316.704,248.320,-309.835
denied,7.807,14.2850,237.413,-316.767,249.867,-309.771
denied,7.908,14.5961,238.683,-316.837,251.414,-309.699
denied,8.007,14.6774,240.168,-316.927,252.899,-309.623
denied,8.107,14.8243,241.576,-317.007,254.384,-309.542
denied,8.208,15.0784,243.116,-317.081,256.115,-309.440
denied,8.308,15.0904,244.605,-317.127,257.537,-309.350
denied,8.407,14.9624,246.309,-317.144,259.021,-309.252
denied,8.507,14.8889,247.932,-317.126,260.504,-309.148
denied,8.608,14.6503,249.733,-317.071,261.986,-309.041
denied,8.707,14.5562,251.412,-316.989,263.530,-308.924
denied,8.807,14.5292,253.246,-316.867,265.319,-308.784
denied,8.908,14.4368,254.898,-316.741,266.861,-308.661
denied,9.007,14.2235,256.671,-316.579,268.403,-308.536
denied,9.107,14.0547,258.314,-316.397,269.882,-308.415
denied,9.210,13.7901,260.056,-316.193,271.360,-308.294
denied,9.307,13.7193,261.632,-315.998,272.898,-308.169
denied,9.409,13.4333,263.359,-315.738,274.375,-308.050
denied,9.507,13.2892,264.962,-315.460,275.911,-307.929
denied,9.607,12.9102,266.725,-315.098,277.386,-307.816
denied,9.707,12.7231,268.332,-314.756,278.921,-307.702
denied,9.808,12.6843,270.019,-314.420,280.700,-307.578
denied,9.907,12.4911,271.538,-314.138,282.110,-307.485
denied,10.008,12.3454,273.103,-313.925,283.581,-307.396
denied,10.107,12.3487,274.603,-313.795,285.112,-307.311
denied,10.207,12.3784,276.085,-313.699,286.642,-307.236
denied,10.308,12.5619,277.414,-313.656,288.171,-307.169
denied,10.407,12.6294,278.830,-313.645,289.638,-307.112
denied,10.507,12.8620,280.124,-313.657,291.166,-307.060
denied,10.607,13.0150,281.519,-313.689,292.693,-307.016
denied,10.707,13.4807,282.800,-313.733,294.463,-306.971
denied,10.807,13.4206,284.294,-313.632,295.927,-306.939
denied,10.908,13.5006,285.650,-313.576,297.391,-306.912
denied,11.008,13.5741,287.094,-313.557,298.916,-306.886
denied,11.107,13.7719,288.410,-313.568,300.440,-306.865
denied,11.208,14.0569,289.822,-313.603,302.147,-306.845
denied,11.307,14.1807,291.117,-313.652,303.549,-306.831
denied,11.408,14.3311,292.511,-313.718,305.072,-306.819
denied,11.508,14.5804,293.793,-313.788,306.595,-306.810
denied,11.608,14.7452,295.178,-313.871,308.118,-306.802
denied,11.708,15.0051,296.453,-313.952,309.641,-306.794
denied,11.808,15.0919,297.866,-314.038,311.102,-306.787
denied,11.908,14.9926,299.398,-314.063,312.503,-306.781
denied,12.007,14.9226,300.940,-313.945,314.026,-306.773
denied,12.108,15.0512,302.482,-313.786,315.793,-306.762
denied,12.207,14.7594,304.163,-313.565,317.255,-306.751
denied,12.308,14.3634,305.877,-313.178,318.717,-306.740
denied,12.407,13.7311,307.802,-312.677,320.179,-306.730
denied,12.508,13.3043,309.585,-312.217,321.701,-306.720
denied,12.607,12.4990,311.654,-311.595,323.161,-306.713
denied,12.707,11.9184,313.569,-311.023,324.680,-306.711
denied,12.807,11.6470,315.460,-310.595,326.442,-306.716
denied,12.908,11.2516,317.191,-310.189,327.898,-306.729
denied,13.007,10.6478,319.070,-309.734,329.292,-306.750
denied,13.107,10.4038,320.690,-309.456,330.744,-306.781
denied,13.207,10.1125,322.420,-309.172,332.256,-306.824
denied,13.307,10.0402,323.952,-308.999,333.765,-306.877
denied,13.407,10.1463,325.555,-308.898,335.513,-306.952
denied,13.507,10.1868,326.998,-308.864,337.018,-307.028
denied,13.608,10.0828,328.534,-308.876,338.461,-307.109
