phase,t_s,t_unix,error_m,est_n,est_e,truth_n,truth_e
denied,7.500,1789657508.087,0.4992,-237.781,439.274,-237.401,439.599
denied,7.599,1789657508.186,0.5542,-239.156,438.490,-238.749,438.866
denied,7.699,1789657508.286,0.2766,-240.425,437.761,-240.309,438.012
denied,7.799,1789657508.386,0.3400,-241.798,436.965,-241.652,437.272
denied,7.899,1789657508.486,0.3619,-243.065,436.219,-242.940,436.559
denied,8.000,1789657508.587,0.4784,-244.433,435.411,-244.225,435.842
denied,8.100,1789657508.687,0.4224,-245.696,434.744,-245.509,435.123
denied,8.200,1789657508.787,0.2579,-247.063,434.030,-247.005,434.281
denied,8.300,1789657508.887,0.1622,-248.423,433.470,-248.285,433.556
denied,8.400,1789657508.987,0.3766,-249.930,432.912,-249.563,432.828
denied,8.500,1789657509.086,0.4767,-251.284,432.339,-250.893,432.065
denied,8.600,1789657509.186,0.6482,-252.771,431.641,-252.220,431.298
denied,8.700,1789657509.287,0.7589,-254.182,430.936,-253.544,430.525
denied,8.801,1789657509.388,0.7903,-255.466,430.257,-254.865,429.744
denied,8.900,1789657509.486,0.8542,-256.841,429.499,-256.181,428.957
denied,9.000,1789657509.586,0.8829,-258.100,428.783,-257.441,428.195
denied,9.100,1789657509.686,0.9234,-259.453,427.992,-258.750,427.394
denied,9.200,1789657509.786,0.9378,-260.695,427.251,-260.002,426.619
denied,9.301,1789657509.888,0.9443,-261.827,426.564,-261.511,425.674
denied,9.400,1789657509.987,0.9718,-263.055,425.793,-262.807,424.853
denied,9.500,1789657510.087,0.9235,-264.530,424.847,-264.048,424.059
denied,9.599,1789657510.186,0.9029,-265.840,423.977,-265.336,423.227
denied,9.699,1789657510.286,0.8747,-267.052,423.151,-266.621,422.389
denied,9.800,1789657510.386,0.8473,-268.266,422.319,-267.851,421.580
denied,9.900,1789657510.487,0.8045,-269.573,421.404,-269.129,420.733
denied,9.999,1789657510.586,0.7660,-270.778,420.553,-270.353,419.916
denied,10.099,1789657510.686,0.8734,-272.186,419.718,-271.574,419.095
denied,10.200,1789657510.787,0.9927,-273.506,418.978,-273.045,418.099
denied,10.299,1789657510.886,1.0895,-274.897,418.154,-274.310,417.236
denied,10.399,1789657510.986,1.1605,-276.153,417.378,-275.521,416.405
denied,10.500,1789657511.086,1.2214,-277.492,416.523,-276.729,415.569
denied,10.599,1789657511.186,1.2622,-278.711,415.723,-277.934,414.728
denied,10.700,1789657511.287,1.3004,-280.019,414.847,-279.186,413.848
denied,10.799,1789657511.386,1.3330,-281.216,414.030,-280.583,412.857
denied,10.900,1789657511.487,1.3532,-282.504,413.139,-281.827,411.967
denied,10.999,1789657511.586,1.3751,-283.685,412.310,-283.018,411.108
denied,11.099,1789657511.686,1.3896,-284.959,411.407,-284.255,410.209
denied,11.199,1789657511.786,1.3940,-286.129,410.553,-285.440,409.342
denied,11.299,1789657511.886,1.3775,-287.392,409.608,-286.670,408.434
denied,11.399,1789657511.986,1.3581,-288.542,408.718,-287.898,407.522
denied,11.500,1789657512.086,1.3205,-289.781,407.751,-289.122,406.607
denied,11.603,1789657512.189,1.3469,-290.919,406.854,-290.490,405.577
denied,11.700,1789657512.286,1.2551,-292.149,405.861,-291.611,404.728
denied,11.800,1789657512.387,1.2309,-293.283,404.945,-292.827,403.802
denied,11.903,1789657512.490,1.1659,-294.517,403.937,-294.040,402.873
denied,12.000,1789657512.587,1.1117,-295.652,402.996,-295.203,401.979
denied,12.099,1789657512.686,1.0617,-296.787,402.057,-296.364,401.083
denied,12.201,1789657512.788,1.0459,-298.010,401.039,-297.715,400.035
denied,12.299,1789657512.886,1.0185,-299.135,400.093,-298.920,399.098
denied,12.399,1789657512.986,0.9372,-300.358,399.066,-300.122,398.159
denied,12.501,1789657513.088,0.8841,-301.482,398.116,-301.274,397.256
denied,12.600,1789657513.187,0.8587,-302.602,397.164,-302.472,396.315
denied,12.700,1789657513.287,0.8129,-303.889,396.155,-303.669,395.372
denied,12.800,1789657513.387,0.8219,-305.097,395.239,-304.816,394.467
denied,12.900,1789657513.487,0.8385,-306.422,394.252,-306.009,393.522
denied,13.000,1789657513.587,0.9047,-307.671,393.350,-307.200,392.577
denied,13.100,1789657513.686,0.9757,-308.936,392.442,-308.342,391.667
denied,13.200,1789657513.786,1.0661,-310.315,391.439,-309.530,390.717
denied,13.300,1789657513.887,1.1343,-311.572,390.510,-310.716,389.765
denied,13.400,1789657513.987,1.1828,-312.899,389.509,-312.041,388.695
denied,13.500,1789657514.087,1.2424,-314.107,388.594,-313.173,387.775
denied,13.600,1789657514.187,1.3158,-315.397,387.610,-314.350,386.813
denied,13.700,1789657514.287,1.3773,-316.662,386.622,-315.524,385.847
denied,13.800,1789657514.387,1.3938,-317.813,385.708,-316.694,384.877
denied,13.900,1789657514.487,1.4061,-318.952,384.791,-317.861,383.903
denied,14.000,1789657514.586,1.4406,-320.174,383.793,-319.024,382.926
denied,14.100,1789657514.686,1.4453,-321.295,382.869,-320.184,381.944
denied,14.200,1789657514.787,1.4721,-322.502,381.863,-321.341,380.959
denied,14.300,1789657514.887,1.4845,-323.610,380.932,-322.448,380.009
denied,14.400,1789657514.987,1.5227,-324.805,379.919,-323.551,379.055
denied,14.500,1789657515.087,1.4931,-325.904,378.981,-324.835,377.939
denied,14.601,1789657515.187,1.4967,-327.082,377.955,-326.023,376.898
denied,14.699,1789657515.286,1.4975,-328.161,377.006,-327.116,375.933
denied,14.799,1789657515.386,1.4951,-329.231,376.055,-328.251,374.925
denied,14.900,1789657515.487,1.4910,-330.381,375.019,-329.338,373.954
denied,14.999,1789657515.586,1.4847,-331.440,374.059,-330.466,372.939
denied,15.100,1789657515.686,1.4761,-332.582,373.015,-331.592,371.920
denied,15.200,1789657515.786,1.4658,-333.633,372.044,-332.670,370.939
denied,15.300,1789657515.886,1.4606,-334.685,371.068,-333.790,369.913
denied,15.400,1789657515.987,1.4455,-335.817,370.008,-334.907,368.885
denied,15.500,1789657516.087,1.4403,-336.859,369.024,-336.021,367.853
denied,15.600,1789657516.186,1.4237,-337.989,367.956,-337.132,366.819
denied,15.700,1789657516.286,1.4215,-339.026,366.966,-338.240,365.781
denied,15.800,1789657516.387,1.4004,-340.148,365.889,-339.346,364.741
denied,15.900,1789657516.487,1.4032,-341.181,364.895,-340.449,363.698
denied,15.999,1789657516.586,1.3787,-342.297,363.811,-341.549,362.653
denied,16.100,1789657516.687,1.3808,-343.324,362.807,-342.646,361.605
denied,16.200,1789657516.787,1.3431,-344.438,361.716,-343.697,360.596
denied,16.299,1789657516.886,1.3405,-345.462,360.702,-344.788,359.543
denied,16.399,1789657516.986,1.3120,-346.569,359.603,-345.877,358.488
denied,16.499,1789657517.086,1.3010,-347.589,358.589,-346.920,357.473
denied,16.601,1789657517.187,1.3420,-348.687,357.485,-348.177,356.243
denied,16.699,1789657517.286,1.3571,-349.700,356.464,-349.257,355.181
denied,16.800,1789657517.387,1.3519,-350.710,355.445,-350.292,354.160
denied,16.900,1789657517.487,1.3145,-351.799,354.335,-351.368,353.093
denied,17.000,1789657517.586,1.3072,-352.802,353.310,-352.397,352.067
denied,17.100,1789657517.687,1.2739,-353.886,352.200,-353.468,350.997
denied,17.200,1789657517.786,1.2928,-354.882,351.169,-354.535,349.924
denied,17.300,1789657517.887,1.2831,-355.880,350.134,-355.558,348.892
denied,17.400,1789657517.987,1.2400,-356.958,349.008,-356.621,347.815
denied,17.500,1789657518.087,1.2605,-357.948,347.968,-357.681,346.736
denied,17.600,1789657518.187,1.1894,-359.018,346.843,-358.696,345.698
denied,17.700,1789657518.287,1.2157,-360.002,345.804,-359.752,344.614
denied,17.800,1789657518.387,1.3220,-361.064,344.674,-360.972,343.355
denied,17.900,1789657518.487,1.3670,-362.041,343.634,-362.022,342.267
denied,18.000,1789657518.587,1.2442,-363.096,342.504,-362.986,341.264
denied,18.100,1789657518.687,1.2848,-364.066,341.457,-364.031,340.172
denied,18.200,1789657518.787,1.2919,-365.034,340.414,-365.032,339.122
denied,18.300,1789657518.887,1.2100,-366.079,339.278,-366.030,338.069
denied,18.399,1789657518.986,1.2545,-367.041,338.224,-367.068,336.970
denied,18.500,1789657519.087,1.3548,-368.083,337.084,-368.228,335.737
denied,18.601,1789657519.188,1.2207,-369.161,335.896,-369.220,334.677
denied,18.700,1789657519.286,1.1744,-370.197,334.744,-370.251,333.571
denied,18.799,1789657519.386,1.2213,-371.149,333.677,-371.279,332.462
denied,18.900,1789657519.486,1.1266,-372.179,332.519,-372.264,331.396
denied,19.000,1789657519.587,1.1809,-373.125,331.453,-373.287,330.283
denied,19.100,1789657519.687,1.2962,-374.147,330.299,-374.430,329.034
denied,19.200,1789657519.787,1.3091,-375.087,329.230,-375.407,327.961
denied,19.300,1789657519.886,1.3780,-376.023,328.160,-376.422,326.841
denied,19.400,1789657519.987,1.2845,-377.037,326.997,-377.394,325.763
denied,19.500,1789657520.087,1.5227,-377.967,325.920,-378.525,324.503
denied,19.600,1789657520.187,1.4291,-378.972,324.753,-379.492,323.421
denied,19.700,1789657520.286,1.3913,-379.900,323.674,-380.416,322.382
denied,19.801,1789657520.388,1.3532,-380.898,322.500,-381.418,321.251
denied,19.900,1789657520.487,1.4267,-381.819,321.412,-382.417,320.116
denied,20.001,1789657520.588,1.2780,-382.813,320.238,-383.334,319.071
denied,20.105,1789657520.692,1.5401,-383.723,319.155,-384.447,317.796
denied,20.205,1789657520.792,1.4558,-384.707,317.981,-385.399,316.700
denied,20.305,1789657520.892,1.5484,-385.613,316.897,-386.387,315.556
denied,20.405,1789657520.992,1.6441,-386.513,315.811,-387.372,314.410
denied,20.511,1789657521.098,1.9157,-387.413,314.719,-388.473,313.123
denied,20.605,1789657521.192,1.7037,-388.311,313.619,-389.257,312.202
denied,20.705,1789657521.292,1.9169,-389.280,312.426,-390.391,310.863
denied,20.806,1789657521.393,1.9535,-390.172,311.329,-391.326,309.753
denied,20.905,1789657521.492,2.0471,-391.061,310.225,-392.298,308.593
denied,21.005,1789657521.592,2.0217,-392.021,309.024,-393.266,307.432
denied,21.105,1789657521.692,2.1146,-392.905,307.914,-394.232,306.267
denied,21.210,1789657521.797,2.0895,-393.858,306.707,-395.195,305.101
denied,21.305,1789657521.892,2.1205,-394.735,305.587,-396.116,303.978
denied,21.405,1789657521.992,2.0402,-395.682,304.381,-397.035,302.854
denied,21.505,1789657522.092,2.1371,-396.552,303.262,-397.989,301.680
denied,21.605,1789657522.192,2.0547,-397.491,302.045,-398.901,300.551
denied,21.707,1789657522.294,2.2162,-398.502,300.734,-400.038,299.136
denied,21.805,1789657522.392,2.2554,-399.361,299.608,-400.944,298.002
denied,21.905,1789657522.492,2.1426,-400.271,298.403,-401.810,296.913
denied,22.005,1789657522.592,2.1937,-401.118,297.282,-402.711,295.774
denied,22.110,1789657522.697,2.1261,-402.033,296.061,-403.608,294.633
denied,22.215,1789657522.802,2.6459,-402.806,295.024,-404.726,293.204
denied,22.309,1789657522.896,2.6883,-403.649,293.889,-405.617,292.058
denied,22.410,1789657522.997,2.6733,-404.557,292.652,-406.542,290.863
denied,22.510,1789657523.096,2.4845,-405.532,291.319,-407.427,289.712
denied,22.609,1789657523.196,2.4522,-406.553,290.184,-408.346,288.512
denied,22.710,1789657523.297,2.2275,-407.668,288.950,-409.225,287.357
denied,22.812,1789657523.399,2.4139,-408.632,287.802,-410.246,286.007
denied,22.912,1789657523.499,2.2165,-409.789,286.621,-411.118,284.847
denied,23.010,1789657523.597,2.2305,-410.864,285.541,-412.021,283.634
denied,23.110,1789657523.697,2.1335,-412.148,284.407,-412.919,282.418
denied,23.209,1789657523.796,2.1902,-413.443,283.356,-413.812,281.197
denied,23.310,1789657523.896,2.2033,-414.695,282.174,-414.698,279.971
denied,23.410,1789657523.996,2.3207,-415.747,281.053,-415.576,278.739
denied,23.510,1789657524.097,2.2976,-416.805,279.812,-416.410,277.549
denied,23.609,1789657524.196,2.3471,-417.724,278.648,-417.235,276.352
denied,23.709,1789657524.296,2.3461,-418.673,277.370,-418.085,275.098
denied,23.810,1789657524.396,2.4130,-419.515,276.177,-418.925,273.837
denied,23.910,1789657524.496,2.3925,-420.398,274.874,-419.756,272.570
denied,24.009,1789657524.596,2.6630,-421.431,273.818,-420.577,271.296
denied,24.110,1789657524.697,2.9197,-422.567,272.688,-421.389,270.016
denied,24.209,1789657524.796,3.1191,-423.523,271.588,-422.160,268.783
denied,24.311,1789657524.898,3.2140,-424.486,270.351,-422.922,267.543
denied,24.409,1789657524.996,3.3482,-425.323,269.177,-423.706,266.246
denied,24.521,1789657525.108,3.5574,-426.187,267.880,-424.633,264.681
denied,24.626,1789657525.213,3.6419,-426.891,266.767,-425.333,263.475
denied,24.719,1789657525.306,3.6836,-427.635,265.538,-426.055,262.211
denied,24.819,1789657525.406,3.6852,-428.422,264.197,-426.797,260.889
denied,24.919,1789657525.506,3.6733,-429.128,262.948,-427.472,259.669
denied,25.019,1789657525.606,3.7629,-429.878,261.587,-428.283,258.179
denied,25.119,1789657525.706,3.8183,-430.554,260.331,-428.998,256.844
denied,25.224,1789657525.811,3.7253,-431.272,258.965,-429.650,255.612
denied,25.324,1789657525.911,3.7371,-431.924,257.701,-430.323,254.324
denied,25.435,1789657526.022,3.8714,-432.618,256.337,-431.128,252.764
denied,25.535,1789657526.122,3.9335,-433.253,255.077,-431.816,251.416
denied,25.635,1789657526.222,3.9946,-433.879,253.813,-432.498,250.065
denied,25.735,1789657526.322,3.9283,-434.552,252.435,-433.148,248.767
denied,25.836,1789657526.423,3.9393,-435.170,251.157,-433.793,247.466
denied,25.935,1789657526.522,3.9916,-435.781,249.876,-434.461,246.109
denied,26.035,1789657526.622,3.7973,-436.544,248.273,-435.125,244.751
denied,26.138,1789657526.725,3.8467,-437.148,246.989,-435.785,243.392
denied,26.235,1789657526.822,3.7874,-437.792,245.613,-436.415,242.085
denied,26.335,1789657526.922,3.8027,-438.380,244.337,-437.042,240.778
denied,26.435,1789657527.022,3.9487,-439.017,242.952,-437.796,239.197
denied,26.535,1789657527.122,3.9692,-439.602,241.675,-438.417,237.887
denied,26.636,1789657527.223,3.9495,-440.235,240.294,-439.062,236.522
denied,26.735,1789657527.322,4.0082,-440.818,239.007,-439.705,235.156
denied,26.835,1789657527.422,4.0239,-441.345,237.687,-440.345,233.790
denied,26.935,1789657527.522,4.1423,-441.733,236.546,-440.958,232.477
denied,27.035,1789657527.622,4.1968,-442.216,235.259,-441.595,231.108
denied,27.135,1789657527.722,4.2730,-442.702,234.039,-442.205,229.794
denied,27.235,1789657527.822,4.2342,-443.259,232.691,-442.815,228.480
denied,27.335,1789657527.922,4.4918,-443.793,231.431,-443.525,226.947
denied,27.435,1789657528.022,4.4806,-444.388,230.052,-444.160,225.577
denied,27.535,1789657528.122,4.5120,-444.948,228.771,-444.769,224.263
denied,27.635,1789657528.222,4.5923,-445.514,227.484,-445.404,222.893
denied,27.736,1789657528.322,4.5612,-446.084,226.193,-445.987,221.633
denied,27.835,1789657528.422,4.5292,-446.705,224.792,-446.621,220.263
denied,27.935,1789657528.522,4.6144,-447.280,223.508,-447.255,218.894
denied,28.035,1789657528.622,4.5864,-447.901,222.110,-447.889,217.524
denied,28.136,1789657528.723,5.0705,-448.006,221.025,-448.598,215.989
denied,28.235,1789657528.822,5.6079,-447.847,220.053,-449.230,214.618
denied,28.335,1789657528.922,6.1517,-447.734,219.083,-449.836,213.302
denied,28.435,1789657529.022,6.5930,-447.789,217.956,-450.469,211.932
denied,28.535,1789657529.122,6.9432,-447.996,216.839,-451.080,210.618
denied,28.635,1789657529.222,6.7123,-448.563,215.175,-451.722,209.253
denied,28.735,1789657529.322,6.3019,-449.240,213.360,-452.369,207.890
denied,28.836,1789657529.423,5.7203,-449.991,211.382,-453.022,206.531
denied,28.936,1789657529.523,5.2555,-450.656,209.545,-453.655,205.229
denied,29.036,1789657529.623,4.9561,-451.330,207.530,-454.426,203.659
denied,29.135,1789657529.722,4.6385,-451.941,205.788,-455.068,202.362
denied,29.235,1789657529.822,4.3620,-452.601,204.041,-455.742,201.014
denied,29.335,1789657529.922,4.2933,-453.211,202.521,-456.420,199.669
denied,29.435,1789657530.022,4.1574,-453.873,200.944,-457.103,198.326
denied,29.536,1789657530.123,4.1726,-454.486,199.536,-457.789,196.986
denied,29.635,1789657530.222,4.1005,-455.152,198.045,-458.479,195.647
denied,29.736,1789657530.322,3.9946,-455.820,196.579,-459.143,194.362
denied,29.835,1789657530.422,4.0062,-456.438,195.242,-459.810,193.079
denied,29.935,1789657530.522,4.2341,-457.057,193.916,-460.591,191.582
denied,30.040,1789657530.627,3.9501,-457.736,192.401,-461.177,190.460
denied,30.151,1789657530.738,4.1441,-458.376,190.945,-461.987,188.911
denied,30.253,1789657530.840,3.9350,-459.079,189.377,-462.630,187.682
denied,30.351,1789657530.938,3.9395,-459.732,187.954,-463.328,186.345
denied,30.451,1789657531.037,3.9241,-460.415,186.545,-464.026,185.008
denied,30.551,1789657531.138,3.7848,-461.197,185.045,-464.723,183.670
denied,30.651,1789657531.238,3.6855,-461.945,183.692,-465.391,182.385
denied,30.751,1789657531.337,3.5292,-462.769,182.254,-466.085,181.046
denied,30.851,1789657531.438,3.4419,-463.515,180.938,-466.748,179.758
denied,30.951,1789657531.538,3.3395,-464.281,179.511,-467.436,178.415
denied,31.051,1789657531.638,3.5333,-464.956,178.189,-468.227,176.854
denied,31.151,1789657531.738,3.4314,-465.660,176.754,-468.877,175.560
denied,31.251,1789657531.838,3.3909,-466.291,175.426,-469.495,174.317
denied,31.351,1789657531.938,3.3632,-466.956,173.982,-470.161,172.962
denied,31.451,1789657532.038,3.4257,-467.557,172.646,-470.821,171.605
denied,31.551,1789657532.138,3.4136,-468.196,171.195,-471.475,170.244
denied,31.654,1789657532.241,3.5275,-468.823,169.739,-472.199,168.716
denied,31.751,1789657532.338,3.6007,-469.393,168.392,-472.839,167.348
denied,31.851,1789657532.438,3.6351,-469.956,167.042,-473.448,166.033
denied,31.951,1789657532.538,3.6510,-470.548,165.603,-474.075,164.659
denied,32.051,1789657532.638,3.6775,-471.082,164.295,-474.647,163.393
denied,32.151,1789657532.738,3.7196,-471.648,162.893,-475.262,162.014
denied,32.251,1789657532.838,3.9893,-472.161,161.605,-475.967,160.411
denied,32.351,1789657532.938,3.9986,-472.709,160.211,-476.545,159.082
denied,32.451,1789657533.038,4.0767,-473.211,158.917,-477.117,157.750
denied,32.552,1789657533.139,4.1569,-473.706,157.624,-477.683,156.415
denied,32.651,1789657533.238,4.2047,-474.237,156.221,-478.267,155.022
denied,32.752,1789657533.339,4.3223,-474.721,154.922,-478.845,153.627
denied,32.851,1789657533.438,4.2918,-475.241,153.506,-479.371,152.340
denied,32.951,1789657533.538,4.5594,-475.716,152.198,-480.028,150.715
denied,33.051,1789657533.637,4.5270,-476.224,150.781,-480.543,149.424
denied,33.151,1789657533.738,4.6060,-476.686,149.473,-481.075,148.075
denied,33.251,1789657533.837,4.6506,-477.183,148.051,-481.623,146.666
denied,33.351,1789657533.938,4.7233,-477.638,146.727,-482.144,145.312
denied,33.451,1789657534.038,4.8765,-478.124,145.286,-482.745,143.729
denied,33.552,1789657534.139,4.9462,-478.569,143.955,-483.254,142.370
denied,33.651,1789657534.238,4.9842,-479.045,142.509,-483.779,140.952
denied,33.751,1789657534.338,5.0914,-479.478,141.171,-484.298,139.531
denied,33.851,1789657534.438,5.0897,-479.944,139.717,-484.791,138.166
denied,33.951,1789657534.538,5.3078,-480.368,138.374,-485.360,136.571
denied,34.051,1789657534.638,5.3051,-480.821,136.915,-485.841,135.201
denied,34.151,1789657534.738,5.3710,-481.235,135.566,-486.318,133.830
