phase,t_s,error_m,est_n,est_e,truth_n,truth_e
denied,154.748,345.0879,80.737,9.080,344.839,231.197
denied,154.855,345.5960,80.741,10.037,345.123,232.610
denied,154.953,346.0224,80.756,11.014,345.375,233.967
denied,155.056,346.3169,80.743,12.349,345.626,235.446
denied,155.154,346.7366,80.736,13.389,345.846,236.869
denied,155.253,347.1868,80.717,14.443,346.051,238.355
denied,155.353,347.7457,80.669,15.607,346.259,240.082
denied,155.466,348.1818,80.601,16.686,346.412,241.574
denied,155.565,348.5536,80.521,17.851,346.541,243.068
denied,155.665,348.9803,80.415,18.935,346.646,244.564
denied,155.765,349.3116,80.279,20.111,346.723,246.001
denied,155.865,349.7199,80.148,21.199,346.779,247.499
denied,155.965,350.0827,79.974,22.378,346.809,248.998
denied,156.065,350.4843,79.796,23.472,346.815,250.497
denied,156.169,350.8356,79.614,24.562,346.797,251.936
denied,156.272,351.1788,79.388,25.744,346.753,253.433
denied,156.371,351.6277,79.170,26.835,346.678,255.050
denied,156.471,351.9090,78.883,28.121,346.581,256.545
denied,156.571,352.2744,78.622,29.214,346.459,258.037
denied,156.671,352.5555,78.344,30.371,346.318,259.468
denied,156.771,352.8613,78.063,31.465,346.153,260.896
denied,156.872,353.1688,77.757,32.555,345.965,262.322
denied,156.971,353.4646,77.440,33.645,345.753,263.743
denied,157.071,353.9072,77.103,34.736,345.466,265.457
denied,157.171,354.1273,76.668,36.011,345.202,266.870
denied,157.275,354.4049,76.288,37.102,344.914,268.279
denied,157.376,354.6704,75.884,38.248,344.589,269.741
denied,157.475,354.9432,75.455,39.338,344.253,271.140
denied,157.575,355.2042,75.011,40.429,343.894,272.533
denied,157.675,355.4870,74.548,41.514,343.494,273.977
denied,157.775,355.8183,73.963,42.779,342.999,275.644
denied,157.875,356.0808,73.467,43.853,342.544,277.073
denied,157.981,356.2679,72.918,45.000,342.103,278.380
denied,158.081,356.5124,72.360,46.071,341.621,279.737
denied,158.181,356.7480,71.733,47.232,341.093,281.142
denied,158.281,357.0055,71.175,48.211,340.563,282.482
denied,158.381,357.2487,70.479,49.364,339.987,283.868
denied,158.503,357.5442,69.837,50.417,339.312,285.408
denied,158.603,357.7697,69.161,51.468,338.709,286.718
denied,158.703,358.0018,68.393,52.601,338.058,288.071
denied,158.803,358.2291,67.656,53.646,337.409,289.359
denied,158.903,358.4685,66.820,54.768,336.710,290.690
denied,159.003,358.6946,65.923,55.924,336.017,291.955
denied,159.106,358.9834,65.105,56.944,335.151,293.469
denied,159.204,359.2079,64.268,57.951,334.411,294.708
denied,159.310,359.4563,63.325,59.037,333.585,296.036
denied,159.410,359.6831,62.435,60.027,332.801,297.249
denied,159.510,359.9204,61.516,61.008,331.962,298.498
denied,159.610,360.1605,60.489,62.058,331.137,299.683
denied,159.710,360.4073,59.508,63.018,330.256,300.903
denied,159.818,360.6660,58.407,64.045,329.426,302.012
denied,159.919,360.9352,57.368,64.979,328.354,303.392
denied,160.019,361.1736,56.388,65.826,327.446,304.517
denied,160.119,361.4572,55.193,66.810,326.519,305.627
denied,160.218,361.7702,53.880,67.850,325.534,306.767
denied,160.318,362.0518,52.715,68.729,324.569,307.846
denied,160.434,362.3630,51.418,69.665,323.421,309.084
denied,160.534,362.6498,50.205,70.513,322.418,310.128
denied,160.634,362.9756,48.859,71.410,321.354,311.197
denied,160.733,363.2763,47.590,72.218,320.272,312.248
denied,160.834,363.6101,46.207,73.076,319.216,313.240
denied,160.935,363.9174,44.903,73.849,318.143,314.215
denied,161.033,364.1876,43.679,74.538,317.008,315.211
denied,161.134,364.5723,42.184,75.336,315.902,316.149
denied,161.235,364.9179,40.772,76.048,314.734,317.108
denied,161.334,365.2784,39.215,76.794,313.357,318.194
denied,161.436,365.6567,37.755,77.464,312.250,319.036
denied,161.534,366.0019,36.278,78.109,310.981,319.967
denied,161.638,366.4459,34.630,78.800,309.795,320.806
denied,161.737,366.7877,33.126,79.401,308.494,321.692
denied,161.838,367.2746,31.437,80.024,307.330,322.457
denied,161.938,367.6781,29.845,80.578,306.050,323.267
denied,162.038,368.1658,28.094,81.147,304.756,324.055
denied,162.138,368.6069,26.464,81.640,303.500,324.790
denied,162.238,368.9385,24.833,82.106,301.966,325.649
denied,162.337,369.4726,23.022,82.584,300.682,326.336
denied,162.437,369.9145,21.333,82.993,299.333,327.028
denied,162.538,370.4409,19.490,83.410,297.970,327.695
denied,162.641,370.9262,17.760,83.760,296.651,328.313
denied,162.737,371.5051,15.848,84.099,295.265,328.931
denied,162.839,372.0354,14.080,84.392,293.979,329.477
denied,162.937,372.5158,12.302,84.654,292.572,330.045
denied,163.038,373.1146,10.345,84.902,291.153,330.587
denied,163.139,373.4655,8.562,85.106,289.496,331.181
denied,163.237,374.0896,6.597,85.288,288.113,331.644
denied,163.338,374.6280,4.762,85.415,286.723,332.082
denied,163.438,375.2488,2.762,85.521,285.266,332.509
denied,163.537,375.7765,0.892,85.580,283.800,332.908
denied,163.638,376.4156,-1.127,85.602,282.326,333.277
denied,163.744,376.8652,-3.005,85.602,280.727,333.641
denied,163.844,377.5231,-5.053,85.548,279.239,333.947
denied,163.944,378.1163,-6.965,85.457,277.805,334.211
denied,164.046,378.8072,-9.049,85.320,276.305,334.454
denied,164.145,379.4514,-10.971,85.153,274.922,334.650
denied,164.245,380.1949,-13.059,84.931,273.475,334.824
denied,164.359,380.6240,-14.973,84.697,271.783,334.988
denied,164.459,381.3696,-17.061,84.398,270.330,335.095
denied,164.559,382.0112,-19.020,84.075,268.875,335.170
denied,164.659,382.6907,-21.083,83.713,267.359,335.215
denied,164.760,383.2321,-22.980,83.335,265.843,335.224
denied,164.859,383.9021,-25.012,82.882,264.327,335.198
denied,164.966,384.2738,-26.872,82.433,262.631,335.126
denied,165.073,384.9338,-28.724,81.938,261.301,335.038
denied,165.179,385.4500,-30.733,81.366,259.611,334.885
denied,165.279,385.9737,-32.515,80.788,258.167,334.716
denied,165.379,386.5402,-34.343,80.092,256.668,334.505
denied,165.479,386.9616,-35.948,79.410,255.235,334.267
denied,165.579,387.4272,-37.619,78.631,253.749,333.982
denied,165.679,387.7823,-39.113,77.870,252.330,333.675
denied,165.779,388.0421,-40.559,77.095,250.862,333.318
denied,165.878,388.2045,-41.857,76.356,249.461,332.942
denied,165.978,388.8963,-43.642,75.265,248.013,332.515
denied,166.079,388.8624,-45.006,74.436,246.348,331.976
denied,166.189,389.2953,-46.399,73.503,245.096,331.536
denied,166.291,389.3053,-47.560,72.675,243.686,331.005
denied,166.392,389.3990,-48.922,71.673,242.123,330.371
denied,166.499,389.6462,-50.163,70.717,240.853,329.819
denied,166.605,389.9179,-51.588,69.571,239.378,329.137
denied,166.705,390.0158,-52.788,68.593,238.029,328.474
denied,166.804,390.1757,-53.971,67.579,236.749,327.808
denied,166.905,390.3358,-55.133,66.533,235.485,327.114
denied,167.005,390.7463,-56.465,65.290,234.238,326.394
denied,167.105,390.8857,-57.588,64.215,233.007,325.646
denied,167.207,390.8609,-58.784,63.015,231.542,324.708
denied,167.318,390.9919,-59.864,61.891,230.351,323.903
denied,167.418,391.2491,-61.010,60.647,229.177,323.073
denied,167.518,391.3806,-62.052,59.472,228.023,322.217
denied,167.644,391.3182,-63.071,58.292,226.748,321.226
denied,167.745,391.3640,-64.064,57.097,225.591,320.282
denied,167.847,391.5927,-65.118,55.787,224.501,319.351
denied,167.945,391.6255,-66.068,54.565,223.388,318.357
denied,168.044,391.8408,-67.072,53.223,222.342,317.380
denied,168.145,391.9262,-67.977,51.967,221.318,316.381
denied,168.250,391.9105,-68.972,50.523,220.111,315.145
denied,168.345,391.9978,-69.835,49.227,219.138,314.099
denied,168.444,392.0630,-70.679,47.950,218.189,313.033
denied,168.551,392.0825,-71.562,46.529,217.150,311.810
denied,168.650,392.1474,-72.346,45.203,216.254,310.702
denied,168.750,392.3350,-73.176,43.754,215.382,309.575
denied,168.851,392.3930,-73.917,42.409,214.537,308.430
denied,168.950,392.5750,-74.692,40.930,213.718,307.267
denied,169.051,392.3424,-75.386,39.563,212.763,305.839
denied,169.151,392.5116,-76.111,38.076,212.003,304.638
denied,169.252,392.6755,-76.805,36.577,211.271,303.422
denied,169.351,392.6671,-77.424,35.183,210.537,302.139
denied,169.452,392.5994,-77.971,33.897,209.862,300.892
denied,169.551,392.6496,-78.540,32.479,209.216,299.631
denied,169.662,392.7004,-79.136,30.944,208.548,298.249
denied,169.761,392.6935,-79.657,29.517,207.938,296.906
denied,169.861,392.7909,-80.193,27.973,207.361,295.550
denied,169.965,392.6253,-80.667,26.539,206.753,294.016
denied,170.070,392.9450,-81.173,24.838,206.285,292.745
denied,170.170,392.9881,-81.600,23.405,205.826,291.408
denied,170.270,393.0883,-82.028,21.837,205.381,290.006
denied,170.380,392.9928,-82.384,20.360,204.939,288.481
denied,170.486,393.1566,-82.731,18.742,204.579,287.117
denied,170.586,393.3108,-83.062,17.149,204.251,285.745
denied,170.686,393.3103,-83.361,15.705,203.944,284.310
denied,170.787,393.3663,-83.612,14.227,203.681,282.926
denied,170.887,393.4766,-83.859,12.628,203.442,281.480
denied,170.995,393.3574,-84.051,11.139,203.216,279.854
denied,171.094,393.3800,-84.222,9.658,203.051,278.399
denied,171.194,393.5423,-84.378,8.053,202.926,277.000
denied,171.294,393.7033,-84.481,6.428,202.833,275.598
denied,171.397,393.7014,-84.571,4.819,202.766,273.962
denied,171.495,393.7738,-84.657,3.378,202.744,272.560
denied,171.594,393.9416,-84.688,1.775,202.754,271.158
denied,171.694,393.9027,-84.686,0.418,202.798,269.699
denied,171.799,393.8772,-84.666,-1.046,202.886,268.126
denied,171.894,394.1634,-84.583,-2.829,202.997,266.731
denied,171.994,394.2546,-84.534,-4.253,203.141,265.340
denied,172.098,394.4261,-84.452,-5.792,203.316,263.952
denied,172.199,394.5194,-84.319,-7.232,203.523,262.570
denied,172.298,394.5911,-84.157,-8.678,203.771,261.136
denied,172.399,394.6374,-83.995,-10.178,204.089,259.537
denied,172.498,394.8885,-83.896,-11.687,204.395,258.175
denied,172.598,395.1145,-83.772,-13.186,204.747,256.763
denied,172.698,395.3356,-83.638,-14.645,205.130,255.361
denied,172.798,395.4627,-83.500,-15.891,205.528,254.023
denied,172.898,395.6386,-83.299,-17.239,205.954,252.692
denied,172.998,395.6932,-83.052,-18.455,206.428,251.312
denied,173.098,395.6802,-82.717,-19.760,207.013,249.719
denied,173.199,395.7162,-82.363,-20.985,207.549,248.352
denied,173.298,395.7933,-81.911,-22.310,208.090,247.044
denied,173.399,395.8090,-81.439,-23.533,208.658,245.742
denied,173.499,395.8668,-80.881,-24.877,209.250,244.445
denied,173.600,395.8191,-80.314,-26.119,209.948,242.992
denied,173.699,395.8516,-79.649,-27.472,210.594,241.707
denied,173.798,395.8356,-79.002,-28.724,211.293,240.376
denied,173.899,395.8124,-78.312,-29.976,212.018,239.052
denied,173.998,395.7790,-77.648,-31.130,212.738,237.789
denied,174.098,395.7456,-76.829,-32.491,213.606,236.326
denied,174.203,395.7579,-76.038,-33.745,214.309,235.184
denied,174.304,395.7482,-75.222,-34.999,215.096,233.947
denied,174.403,395.6890,-74.378,-36.247,216.075,232.467
denied,174.503,395.7151,-73.246,-37.837,216.941,231.202
denied,174.605,395.7087,-72.277,-39.168,217.827,229.950
denied,174.703,395.7084,-71.422,-40.353,218.734,228.710
denied,174.806,395.6838,-70.494,-41.555,219.696,227.434
denied,174.904,395.6833,-69.467,-42.858,220.640,226.220
denied,175.008,395.6805,-68.415,-44.146,221.562,225.068
denied,175.110,395.6694,-67.429,-45.326,222.539,223.881
denied,175.203,395.6560,-66.516,-46.390,223.493,222.755
denied,175.304,395.6524,-65.421,-47.634,224.460,221.642
denied,175.406,395.6486,-64.400,-48.774,225.607,220.361
denied,175.504,395.6432,-63.279,-49.984,226.438,219.456
denied,175.604,395.6365,-62.230,-51.084,227.659,218.161
denied,175.704,395.6257,-61.169,-52.161,228.727,217.061
denied,175.805,395.6025,-60.012,-53.299,229.722,216.062
denied,175.907,395.5834,-58.938,-54.326,230.773,215.033
denied,176.007,395.5472,-57.756,-55.415,231.837,214.017
denied,176.103,395.5145,-56.654,-56.389,232.958,212.974
denied,176.203,395.4856,-55.448,-57.418,234.276,211.783
denied,176.303,395.4405,-54.325,-58.342,235.380,210.812
denied,176.403,395.3726,-53.096,-59.310,236.543,209.816
denied,176.503,395.3220,-51.951,-60.183,237.720,208.835
denied,176.603,395.2224,-50.699,-61.096,238.813,207.946
denied,176.704,395.1848,-49.535,-61.910,240.159,206.881
denied,176.803,395.0786,-48.267,-62.761,241.325,205.984
denied,176.908,394.9925,-47.089,-63.517,242.503,205.101
denied,177.008,394.8567,-45.805,-64.306,243.642,204.268
denied,177.108,394.8095,-44.610,-65.011,245.043,203.273
denied,177.209,394.6881,-43.305,-65.749,246.306,202.400
denied,177.308,394.5675,-42.094,-66.402,247.479,201.612
denied,177.408,394.4746,-40.874,-67.035,248.765,200.770
denied,177.510,394.4309,-39.650,-67.646,250.218,199.846
denied,177.609,394.2261,-38.314,-68.280,251.318,199.167
denied,177.710,394.1274,-37.074,-68.842,252.637,198.373
denied,177.808,393.9706,-35.671,-69.441,254.019,197.565
denied,177.910,393.9481,-34.422,-69.954,255.575,196.686
denied,178.008,393.7942,-33.072,-70.494,256.872,195.975
denied,178.108,393.6738,-31.812,-70.961,258.179,195.280
denied,178.209,393.5001,-30.442,-71.442,259.494,194.601
denied,178.310,393.4553,-29.278,-71.832,260.873,193.911
denied,178.408,393.1694,-27.739,-72.315,262.150,193.291
denied,178.517,393.1181,-26.462,-72.695,263.658,192.582
denied,178.617,392.9755,-25.183,-73.057,264.950,191.995
denied,178.717,392.9204,-23.794,-73.421,266.590,191.276
denied,178.817,392.8342,-22.514,-73.738,268.011,190.675
denied,178.925,392.6369,-21.128,-74.059,269.325,190.139
denied,179.022,392.5293,-19.849,-74.334,270.703,189.595
denied,179.124,392.4754,-18.464,-74.612,272.319,188.983
denied,179.222,392.4077,-17.186,-74.849,273.769,188.455
denied,179.322,392.2489,-15.804,-75.083,275.167,187.966
denied,179.422,392.1917,-14.529,-75.282,276.631,187.474
denied,179.522,392.1085,-13.254,-75.461,278.041,187.020
denied,179.622,391.9630,-11.878,-75.636,279.458,186.583
denied,179.722,391.8120,-10.494,-75.787,280.879,186.163
denied,179.824,391.8709,-9.118,-75.920,282.665,185.663
denied,179.923,391.8181,-7.856,-76.028,284.099,185.283
denied,180.022,391.6837,-6.479,-76.120,285.538,184.921
