scene,mode,method,sample_id,frame_index,altitude_m,view_angle_deg,yaw_deg,keypoints,matches,inliers,inlier_ratio,reproj_err_px,scale,tiles_searched,plausible,reject_code,error_m,sigma_m,latency_ms,detect_ms,match_ms,ransac_ms
Scene_09,satellite,xfeat_mnn,L09_0093,92,90.87,87.87,90.18,4096,671,27,0.0402,1.796,1.0701,9,True,,2.8678,8.0,702.8,450.7,216.1,15.6
Scene_09,satellite,xfeat_mnn,L09_0094,93,91.04,87.77,89.88,4096,637,44,0.0691,1.948,1.3866,9,False,PLE-08,,,662.2,410.0,219.7,20.6
Scene_09,satellite,xfeat_mnn,L09_0095,94,91.35,87.66,89.63,4096,712,46,0.0646,1.645,1.0755,9,True,,4.5388,8.0,686.3,427.0,229.2,18.1
Scene_09,satellite,xfeat_mnn,L09_0096,95,91.73,87.66,89.37,4096,764,49,0.0641,1.806,2.1655,9,False,PLE-08,,,800.1,522.4,240.2,25.4
Scene_09,satellite,xfeat_mnn,L09_0097,96,91.77,87.62,89.13,4096,823,53,0.0644,1.768,1.9993,9,False,PLE-08,,,741.0,450.7,253.1,25.4
Scene_09,satellite,xfeat_mnn,L09_0098,97,92.12,87.6,88.99,4096,807,48,0.0595,1.816,1.3312,9,True,,4.513,8.0,760.7,456.5,257.2,25.0
Scene_09,satellite,xfeat_mnn,L09_0099,98,92.34,87.59,88.91,4096,776,19,0.0245,1.735,1.2487,9,True,,7.5794,8.0,764.7,454.6,263.1,27.2
Scene_09,satellite,xfeat_mnn,L09_0100,99,92.46,87.65,88.74,4096,723,17,0.0235,1.901,0.6885,9,True,,2.5006,8.0,763.4,459.4,265.5,25.6
Scene_09,satellite,xfeat_mnn,L09_0101,100,92.51,87.62,88.7,4096,779,6,0.0077,0.764,1.1317,9,False,PLE-08,,,780.4,457.1,287.3,22.8
Scene_09,satellite,xfeat_mnn,L09_0102,101,92.5,87.61,88.66,4096,789,5,0.0063,0.382,0.3227,9,False,PLE-08,,,763.6,492.4,234.1,23.3
Scene_09,satellite,xfeat_mnn,L09_0103,102,92.32,87.59,87.78,4096,775,6,0.0077,0.538,0.2467,9,False,PLE-08,,,775.9,509.5,230.0,23.2
Scene_09,satellite,xfeat_mnn,L09_0104,103,91.89,87.75,87.44,4096,822,9,0.0109,1.155,0.9195,9,True,,202.9514,8.0,784.7,490.7,261.2,18.9
Scene_09,satellite,xfeat_mnn,L09_0105,104,91.93,87.99,87.98,4096,842,13,0.0154,1.211,0.996,9,True,,1.4986,8.0,802.4,482.9,280.9,17.5
Scene_09,satellite,xfeat_mnn,L09_0106,105,91.84,88.15,88.18,4096,818,5,0.0061,0.049,0.4671,9,False,PLE-08,,,803.3,468.2,295.1,26.5
Scene_09,satellite,xfeat_mnn,L09_0107,106,91.91,88.23,88.39,4096,745,19,0.0255,1.748,1.2799,9,True,,3.4698,8.0,753.4,460.6,259.5,20.1
Scene_09,satellite,xfeat_mnn,L09_0108,107,91.77,88.31,88.57,4096,680,31,0.0456,1.704,1.281,9,True,,4.0606,8.0,750.5,456.0,262.9,18.3
Scene_09,satellite,xfeat_mnn,L09_0109,108,91.82,88.36,88.79,4096,722,9,0.0125,0.804,0.9675,9,True,,176.9318,8.0,721.8,453.6,233.5,21.6
Scene_09,satellite,xfeat_mnn,L09_0110,109,91.92,88.49,88.96,4096,706,47,0.0666,1.865,1.3954,9,False,PLE-08,,,702.1,441.1,223.0,24.8
Scene_09,satellite,xfeat_mnn,L09_0111,110,92.05,88.53,89.18,4096,648,36,0.0556,1.761,1.6078,9,False,PLE-08,,,774.0,435.8,300.2,24.5
Scene_09,satellite,xfeat_mnn,L09_0112,111,92.0,88.56,89.28,4096,678,33,0.0487,1.661,1.4624,9,False,PLE-08,,,843.0,510.3,296.6,24.0
Scene_09,satellite,xfeat_mnn,L09_0113,112,91.94,88.57,89.4,4096,637,50,0.0785,1.804,1.3807,9,False,PLE-08,,,814.0,482.5,296.7,21.6
Scene_09,satellite,xfeat_mnn,L09_0114,113,91.73,88.57,89.53,4096,682,27,0.0396,1.908,0.8295,9,True,,2.2364,8.0,784.0,461.2,284.9,17.4
Scene_09,satellite,xfeat_mnn,L09_0115,114,91.69,88.57,89.63,4096,623,28,0.0449,1.822,1.2117,9,True,,6.0269,8.0,721.4,436.9,246.3,17.5
Scene_09,satellite,xfeat_mnn,L09_0116,115,91.74,88.57,89.86,4096,539,35,0.0649,1.926,0.3202,9,False,PLE-08,,,703.5,416.0,257.5,18.1
Scene_09,satellite,xfeat_mnn,L09_0117,116,91.99,88.61,89.97,4096,583,32,0.0549,1.96,0.6787,9,True,,2.7975,8.0,683.1,431.0,219.2,20.8
Scene_09,satellite,xfeat_mnn,L09_0118,117,91.84,88.67,90.02,4096,675,28,0.0415,1.925,1.0539,9,True,,1.5197,8.0,702.2,421.3,241.2,20.5
Scene_09,satellite,xfeat_mnn,L09_0119,118,91.51,88.68,89.99,4096,670,27,0.0403,1.938,0.8953,9,True,,2.3282,8.0,697.0,444.9,222.2,17.3
Scene_09,satellite,xfeat_mnn,L09_0120,119,91.17,88.69,89.94,4096,602,9,0.015,0.956,0.2788,9,False,PLE-08,,,660.5,412.9,217.0,18.6
Scene_09,satellite,xfeat_mnn,L09_0121,120,91.09,88.54,91.94,4096,674,18,0.0267,1.496,0.8533,9,True,,1.7896,8.0,672.5,428.7,213.0,18.4
Scene_09,satellite,xfeat_mnn,L09_0122,121,91.2,88.55,92.34,4096,628,15,0.0239,1.886,0.9976,9,True,,1.4772,8.0,686.5,430.1,222.3,15.9
Scene_09,satellite,xfeat_mnn,L09_0123,122,91.15,88.63,90.98,4096,671,25,0.0373,1.691,0.7789,9,True,,1.7304,8.0,673.7,422.3,222.0,16.5
Scene_09,satellite,xfeat_mnn,L09_0124,123,90.88,88.47,90.7,4096,726,27,0.0372,1.694,0.7316,9,True,,2.4628,8.0,699.3,446.3,211.6,18.7
Scene_09,satellite,xfeat_mnn,L09_0125,124,91.15,88.28,89.75,4096,631,6,0.0095,0.74,0.8318,9,True,,85.5155,8.0,660.9,414.1,217.2,17.1
Scene_09,satellite,xfeat_mnn,L09_0479,125,98.89,89.97,99.83,4096,737,8,0.0109,0.508,0.2438,9,False,PLE-08,,,936.5,651.2,248.1,22.4
Scene_09,satellite,xfeat_mnn,L09_0480,126,93.96,89.89,97.6,4096,771,18,0.0233,1.987,0.7269,9,True,,4.0266,8.0,919.5,611.4,271.4,23.0
Scene_09,satellite,xfeat_mnn,L09_0481,127,88.96,89.94,97.02,4096,771,7,0.0091,0.514,0.6247,9,False,PLE-08,,,798.9,538.4,223.4,24.2
Scene_09,satellite,xfeat_mnn,L09_0482,128,83.97,89.92,96.45,4096,741,23,0.031,1.55,2.7991,9,False,PLE-08,,,800.2,473.4,290.9,22.4
Scene_09,satellite,xfeat_mnn,L09_0483,129,79.04,89.87,96.35,4096,657,15,0.0228,1.909,0.7982,9,False,PLE-08,,,764.6,460.6,265.7,21.7
Scene_09,satellite,xfeat_mnn,L09_0484,130,75.18,89.8,96.05,4096,713,20,0.0281,1.788,0.9309,9,True,,0.6888,8.0,656.6,402.5,218.7,23.7
Scene_09,satellite,xfeat_mnn,L09_0485,131,70.97,89.78,95.96,4096,670,18,0.0269,1.511,0.8707,9,True,,0.677,8.0,597.0,343.9,220.7,21.2
Scene_09,satellite,xfeat_mnn,L09_0486,132,66.91,89.57,95.6,4096,687,11,0.016,1.517,5.8095,9,False,PLE-08,,,659.3,390.2,233.8,24.4
Scene_09,satellite,xfeat_mnn,L09_0487,133,62.89,89.46,95.74,4096,678,13,0.0192,1.743,0.3337,9,False,PLE-08,,,582.9,295.2,254.2,24.7
